*
time	TMax	Z	zeta	temperature	Y-AR	Y-O	Y-O2	Y-H	Y-OH	Y-H2	Y-HO2	Y-H2O2	Y-CH	Y-CO	Y-CH2	Y-HCO	Y-1-CH2	Y-CH3	Y-CH2O	Y-CH4	Y-CO2	Y-CH2OH	Y-CH3O	Y-CH3OH	Y-C2H	Y-C2H2	Y-HCCO	Y-C2H3	Y-CH2CO	Y-C2H4	Y-C2H5	Y-C2H6	Y-H2O	Y-N2	Y-C	Y-HCCOH	Y-N	Y-NO	Y-N2O	Y-NO2	Y-NH	Y-HNO	Y-NH2	Y-NNH	Y-CN	Y-NCO	Y-HCN	Y-HOCN	Y-HNCO	Y-H2CN	Y-HCNN	Y-HCNO	Y-NH3	ProgVar	ZBilger	CMassFrac	HMassFrac	OMassFrac	ZBarlow	density	chi	SumMH	Cp	mu	lambdaOverCp	W	ProdRateProgVar	ProdRateCO2	ProdRateH2O	ProdRateH2	ProdRateCO	TotalEnthalpy	TotalEnthalpy2	MonitorFunc	ProdRate-NO	ProdRatePos-NO	ProdRateNeg-NO	ProdRateNegOverYNO-NO	ProdRate-CH4	ProdRatePos-CH4	ProdRateNeg-CH4	ProdRateNegOverYNO-CH4	
15.94	2105.08	0.177	0.177	2059.21	1.34216e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38766e-08	8.00193e-05	1.54654e-07	1.48771e-08	1.30967e-08	2.29058e-08	1.22206e-08	1.07878e-08	8.49675e-09	4.07498e-08	1.79277e-06	1.22803e-08	3.06283e-07	1.64937e-11	5.16612e-12	1.67214e-08	1.47891e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301482	0.0544862	-0.024338	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
15.95	2105.08	0.177	0.177	2059.21	1.33628e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38766e-08	8.00196e-05	1.54654e-07	1.48772e-08	1.30967e-08	2.29059e-08	1.22207e-08	1.07878e-08	8.49677e-09	4.07499e-08	1.79277e-06	1.22803e-08	3.06284e-07	1.64938e-11	5.16612e-12	1.67214e-08	1.47892e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301482	0.0544863	-0.0243381	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
15.96	2105.08	0.177	0.177	2059.21	1.33043e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38766e-08	8.00198e-05	1.54654e-07	1.48773e-08	1.30967e-08	2.2906e-08	1.22207e-08	1.07878e-08	8.4968e-09	4.075e-08	1.79278e-06	1.22804e-08	3.06285e-07	1.64938e-11	5.16612e-12	1.67215e-08	1.47892e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301483	0.0544865	-0.0243382	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
15.97	2105.08	0.177	0.177	2059.21	1.3246e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38767e-08	8.00201e-05	1.54654e-07	1.48773e-08	1.30967e-08	2.2906e-08	1.22208e-08	1.07878e-08	8.49682e-09	4.07501e-08	1.79278e-06	1.22804e-08	3.06286e-07	1.64938e-11	5.16612e-12	1.67216e-08	1.47893e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301484	0.0544866	-0.0243382	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
15.98	2105.08	0.177	0.177	2059.21	1.31881e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38767e-08	8.00203e-05	1.54654e-07	1.48774e-08	1.30968e-08	2.29061e-08	1.22208e-08	1.07878e-08	8.49684e-09	4.07502e-08	1.79279e-06	1.22804e-08	3.06286e-07	1.64939e-11	5.16612e-12	1.67216e-08	1.47893e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301484	0.0544867	-0.0243383	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
15.99	2105.08	0.177	0.177	2059.21	1.31303e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38767e-08	8.00206e-05	1.54654e-07	1.48774e-08	1.30968e-08	2.29062e-08	1.22208e-08	1.07878e-08	8.49686e-09	4.07503e-08	1.79279e-06	1.22805e-08	3.06287e-07	1.64939e-11	5.16612e-12	1.67217e-08	1.47894e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301485	0.0544869	-0.0243384	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
1.6	1633.81	0.177	0.177	1275.6	7.00839e-24	2.62171e-07	0.132493	5.01825e-08	9.18599e-07	0.000146397	2.37553e-05	2.03989e-06	3.52364e-14	0.00783626	2.22147e-09	5.22033e-08	1.60437e-10	9.49755e-05	0.000715944	0.0307054	0.00342151	1.07282e-09	1.36491e-07	5.2895e-05	1.04198e-12	1.33237e-05	7.29079e-10	4.41823e-09	1.5933e-06	0.000392114	3.43912e-07	0.000599053	0.0957979	0.727702	9.43219e-19	9.49712e-08	6.42992e-15	7.51488e-09	9.01634e-08	7.26162e-10	8.78679e-14	2.43436e-12	7.04582e-13	1.08611e-12	4.87803e-16	2.83481e-12	4.15152e-09	1.31204e-11	4.67899e-10	1.81401e-15	9.99498e-16	6.11217e-11	1.41707e-11	0.107202	0.177	0.177	0.177	-6.21364e+27	0.177	0.249173	59	-7.51198e+06	1453.79	4.9235e-05	6.22714e-05	26.4271	0.463985	0.0199242	0.302309	0.0108917	0.13086	-225222	-225228	9.87827	-6.51179e-07	2.15603e-07	-8.66782e-07	-115.342	-0.306443	0.119173	-0.425615	-13.8613	
16	2105.08	0.177	0.177	2059.21	1.30728e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38768e-08	8.00209e-05	1.54654e-07	1.48774e-08	1.30968e-08	2.29062e-08	1.22209e-08	1.07878e-08	8.49689e-09	4.07504e-08	1.7928e-06	1.22805e-08	3.06288e-07	1.6494e-11	5.16612e-12	1.67217e-08	1.47894e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301485	0.054487	-0.0243385	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
0.16	1393.49	0.177	0.177	1202.17	9.8031e-24	3.51347e-08	0.142248	6.12121e-09	1.33716e-07	6.2471e-05	1.14865e-05	1.3946e-06	1.50635e-16	0.00390026	8.61537e-11	6.3102e-09	6.39629e-12	2.60329e-05	0.000513838	0.0343131	0.0012732	9.78813e-11	2.68276e-08	3.60261e-05	3.54335e-14	4.86473e-06	2.53654e-11	3.57978e-10	3.52925e-07	0.000251757	4.09987e-08	0.000404099	0.089251	0.727702	4.59237e-22	5.03146e-08	4.96735e-18	5.53927e-10	5.17622e-08	2.41403e-10	7.05156e-16	1.40131e-14	1.85589e-15	1.15595e-13	1.88329e-18	4.24838e-15	1.62654e-10	8.76237e-13	2.84095e-11	1.97376e-17	5.06998e-18	2.25248e-12	1.24398e-12	0.0944869	0.177	0.177	0.177	-6.21364e+27	0.177	0.265015	59	-899703	1437.39	4.72763e-05	5.96887e-05	26.4893	0.0620943	0.00210892	0.0426229	0.00118188	0.0161805	-225222	-225224	3.89297	-2.69829e-08	8.10153e-09	-3.50844e-08	-63.3376	-0.0428403	0.017629	-0.0604693	-1.76228	
16.01	2105.08	0.177	0.177	2059.21	1.30156e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38768e-08	8.00211e-05	1.54654e-07	1.48775e-08	1.30969e-08	2.29063e-08	1.22209e-08	1.07878e-08	8.49691e-09	4.07505e-08	1.7928e-06	1.22805e-08	3.06289e-07	1.6494e-11	5.16612e-12	1.67218e-08	1.47895e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301486	0.0544871	-0.0243386	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
16.02	2105.08	0.177	0.177	2059.21	1.29586e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38768e-08	8.00214e-05	1.54654e-07	1.48775e-08	1.30969e-08	2.29063e-08	1.22209e-08	1.07878e-08	8.49693e-09	4.07506e-08	1.7928e-06	1.22806e-08	3.0629e-07	1.64941e-11	5.16612e-12	1.67218e-08	1.47895e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301486	0.0544873	-0.0243386	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
16.03	2105.08	0.177	0.177	2059.21	1.29018e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38768e-08	8.00216e-05	1.54654e-07	1.48776e-08	1.30969e-08	2.29064e-08	1.2221e-08	1.07878e-08	8.49695e-09	4.07507e-08	1.79281e-06	1.22806e-08	3.06291e-07	1.64941e-11	5.16612e-12	1.67219e-08	1.47895e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301487	0.0544874	-0.0243387	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
16.04	2105.08	0.177	0.177	2059.21	1.28453e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38769e-08	8.00219e-05	1.54654e-07	1.48776e-08	1.3097e-08	2.29065e-08	1.2221e-08	1.07878e-08	8.49697e-09	4.07508e-08	1.79282e-06	1.22806e-08	3.06292e-07	1.64941e-11	5.16612e-12	1.67219e-08	1.47896e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301487	0.0544875	-0.0243388	-304.152	-0.00751436	0.00242187	-0.00993623	-156827	
16.05	2105.08	0.177	0.177	2059.21	1.27891e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38769e-08	8.00221e-05	1.54654e-07	1.48777e-08	1.3097e-08	2.29066e-08	1.2221e-08	1.07878e-08	8.49699e-09	4.07509e-08	1.79282e-06	1.22807e-08	3.06292e-07	1.64942e-11	5.16612e-12	1.6722e-08	1.47896e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301488	0.0544877	-0.0243389	-304.152	-0.00751436	0.00242187	-0.00993623	-156827	
16.06	2105.08	0.177	0.177	2059.21	1.27331e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38769e-08	8.00224e-05	1.54654e-07	1.48777e-08	1.3097e-08	2.29066e-08	1.22211e-08	1.07878e-08	8.49702e-09	4.07511e-08	1.79282e-06	1.22807e-08	3.06293e-07	1.64942e-11	5.16612e-12	1.67221e-08	1.47897e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301488	0.0544878	-0.024339	-304.152	-0.00751436	0.00242187	-0.00993623	-156827	
16.07	2105.08	0.177	0.177	2059.21	1.26773e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.38769e-08	8.00226e-05	1.54654e-07	1.48778e-08	1.30971e-08	2.29067e-08	1.22211e-08	1.07878e-08	8.49704e-09	4.07512e-08	1.79283e-06	1.22807e-08	3.06294e-07	1.64943e-11	5.16612e-12	1.67221e-08	1.47897e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301489	0.0544879	-0.024339	-304.152	-0.00751436	0.00242187	-0.00993623	-156827	
16.08	2105.08	0.177	0.177	2059.21	1.26218e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.3877e-08	8.00229e-05	1.54654e-07	1.48778e-08	1.30971e-08	2.29068e-08	1.22211e-08	1.07878e-08	8.49706e-09	4.07513e-08	1.79283e-06	1.22808e-08	3.06295e-07	1.64943e-11	5.16612e-12	1.67222e-08	1.47898e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.030149	0.0544881	-0.0243391	-304.152	-0.00751436	0.00242187	-0.00993623	-156827	
16.09	2105.08	0.177	0.177	2059.21	1.25665e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.69991e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.5676e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.3877e-08	8.00231e-05	1.54654e-07	1.48779e-08	1.30971e-08	2.29068e-08	1.22212e-08	1.07878e-08	8.49708e-09	4.07514e-08	1.79284e-06	1.22808e-08	3.06296e-07	1.64943e-11	5.16612e-12	1.67222e-08	1.47898e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.030149	0.0544882	-0.0243392	-304.152	-0.00751436	0.00242187	-0.00993622	-156827	
1.61	1644.98	0.177	0.177	1281.31	6.97887e-24	3.04581e-07	0.131726	5.87889e-08	1.06356e-06	0.000154948	2.50294e-05	2.08502e-06	5.29701e-14	0.00813254	2.82729e-09	6.09707e-08	2.03709e-10	0.000104125	0.000729149	0.0304209	0.00361884	1.28491e-09	1.53279e-07	5.40092e-05	1.33628e-12	1.42798e-05	9.38078e-10	5.30008e-09	1.75045e-06	0.000401106	4.00322e-07	0.000611969	0.0962986	0.727702	1.67212e-18	9.97282e-08	1.09425e-14	9.14689e-09	9.27635e-08	7.98636e-10	1.31436e-13	3.41518e-12	1.01304e-12	1.28494e-12	7.30899e-16	4.05865e-12	5.21265e-09	1.61386e-11	5.83945e-10	2.69403e-15	1.48404e-15	7.81051e-11	1.76011e-11	0.108205	0.177	0.177	0.177	-6.21364e+27	0.177	0.248015	59	-8.76802e+06	1455	4.93859e-05	6.24751e-05	26.422	0.540435	0.023331	0.351211	0.0128778	0.153015	-225222	-225228	10.6342	-8.19757e-07	2.81832e-07	-1.10159e-06	-120.433	-0.356432	0.136793	-0.493225	-16.2133	
16.1	2105.08	0.177	0.177	2059.21	1.25115e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.69991e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.56759e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41763e-09	1.3877e-08	8.00234e-05	1.54654e-07	1.48779e-08	1.30971e-08	2.29069e-08	1.22212e-08	1.07878e-08	8.4971e-09	4.07515e-08	1.79284e-06	1.22808e-08	3.06296e-07	1.64944e-11	5.16612e-12	1.67223e-08	1.47898e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301491	0.0544883	-0.0243392	-304.152	-0.00751436	0.00242187	-0.00993622	-156827	
16.11	2105.08	0.177	0.177	2059.21	1.24567e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.69991e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.56759e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41764e-09	1.38771e-08	8.00236e-05	1.54654e-07	1.4878e-08	1.30972e-08	2.29069e-08	1.22212e-08	1.07878e-08	8.49712e-09	4.07516e-08	1.79285e-06	1.22808e-08	3.06297e-07	1.64944e-11	5.16612e-12	1.67223e-08	1.47899e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301491	0.0544884	-0.0243393	-304.152	-0.00751436	0.00242187	-0.00993622	-156827	
16.12	2105.08	0.177	0.177	2059.21	1.24022e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.69991e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.56759e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41764e-09	1.38771e-08	8.00239e-05	1.54654e-07	1.4878e-08	1.30972e-08	2.2907e-08	1.22213e-08	1.07878e-08	8.49714e-09	4.07517e-08	1.79285e-06	1.22809e-08	3.06298e-07	1.64945e-11	5.16612e-12	1.67224e-08	1.47899e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301492	0.0544886	-0.0243394	-304.152	-0.00751436	0.00242187	-0.00993622	-156827	
16.13	2105.08	0.177	0.177	2059.21	1.23479e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.69991e-07	5.7457e-08	1.4689e-10	8.10174e-08	5.56759e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41764e-09	1.38771e-08	8.00241e-05	1.54654e-07	1.48781e-08	1.30972e-08	2.29071e-08	1.22213e-08	1.07878e-08	8.49716e-09	4.07518e-08	1.79286e-06	1.22809e-08	3.06299e-07	1.64945e-11	5.16612e-12	1.67224e-08	1.479e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301492	0.0544887	-0.0243395	-304.152	-0.00751436	0.00242187	-0.00993622	-156827	
16.14	2105.08	0.177	0.177	2059.21	1.22938e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10102e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.69991e-07	5.74571e-08	1.46889e-10	8.10174e-08	5.56759e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41764e-09	1.38771e-08	8.00244e-05	1.54654e-07	1.48781e-08	1.30973e-08	2.29071e-08	1.22213e-08	1.07878e-08	8.49719e-09	4.07519e-08	1.79286e-06	1.22809e-08	3.063e-07	1.64945e-11	5.16612e-12	1.67225e-08	1.479e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301493	0.0544888	-0.0243396	-304.152	-0.00751436	0.00242187	-0.00993622	-156827	
