*
time	TMax	Z	zeta	temperature	Y-AR	Y-O	Y-O2	Y-H	Y-OH	Y-H2	Y-HO2	Y-H2O2	Y-CH	Y-CO	Y-CH2	Y-HCO	Y-1-CH2	Y-CH3	Y-CH2O	Y-CH4	Y-CO2	Y-CH2OH	Y-CH3O	Y-CH3OH	Y-C2H	Y-C2H2	Y-HCCO	Y-C2H3	Y-CH2CO	Y-C2H4	Y-C2H5	Y-C2H6	Y-H2O	Y-N2	Y-C	Y-HCCOH	Y-N	Y-NO	Y-N2O	Y-NO2	Y-NH	Y-HNO	Y-NH2	Y-NNH	Y-CN	Y-NCO	Y-HCN	Y-HOCN	Y-HNCO	Y-H2CN	Y-HCNN	Y-HCNO	Y-NH3	ProgVar	ZBilger	CMassFrac	HMassFrac	OMassFrac	ZBarlow	density	chi	SumMH	Cp	mu	lambdaOverCp	W	ProdRateProgVar	ProdRateCO2	ProdRateH2O	ProdRateH2	ProdRateCO	TotalEnthalpy	TotalEnthalpy2	MonitorFunc	ProdRate-NO	ProdRatePos-NO	ProdRateNeg-NO	ProdRateNegOverYNO-NO	ProdRate-CH4	ProdRatePos-CH4	ProdRateNeg-CH4	ProdRateNegOverYNO-CH4	
17.74	2105.08	0.177	0.177	2059.21	6.09169e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00518e-05	1.54655e-07	1.48832e-08	1.31006e-08	2.29143e-08	1.2225e-08	1.07878e-08	8.49954e-09	4.07633e-08	1.79336e-06	1.22843e-08	3.06389e-07	1.64991e-11	5.16615e-12	1.67283e-08	1.47947e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301552	0.0545031	-0.0243479	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.75	2105.08	0.177	0.177	2059.21	6.06501e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00519e-05	1.54655e-07	1.48832e-08	1.31006e-08	2.29144e-08	1.2225e-08	1.07878e-08	8.49955e-09	4.07633e-08	1.79336e-06	1.22844e-08	3.06389e-07	1.64991e-11	5.16615e-12	1.67284e-08	1.47947e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301553	0.0545032	-0.0243479	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.76	2105.08	0.177	0.177	2059.21	6.03845e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.0052e-05	1.54655e-07	1.48832e-08	1.31006e-08	2.29144e-08	1.2225e-08	1.07878e-08	8.49956e-09	4.07634e-08	1.79336e-06	1.22844e-08	3.0639e-07	1.64991e-11	5.16615e-12	1.67284e-08	1.47947e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301553	0.0545033	-0.024348	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.77	2105.08	0.177	0.177	2059.21	6.01201e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00521e-05	1.54655e-07	1.48833e-08	1.31006e-08	2.29144e-08	1.2225e-08	1.07878e-08	8.49957e-09	4.07634e-08	1.79336e-06	1.22844e-08	3.0639e-07	1.64992e-11	5.16615e-12	1.67284e-08	1.47948e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301553	0.0545033	-0.024348	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.78	2105.08	0.177	0.177	2059.21	5.98568e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00523e-05	1.54655e-07	1.48833e-08	1.31007e-08	2.29145e-08	1.22251e-08	1.07878e-08	8.49958e-09	4.07635e-08	1.79336e-06	1.22844e-08	3.0639e-07	1.64992e-11	5.16615e-12	1.67284e-08	1.47948e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301553	0.0545034	-0.024348	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.79	2105.08	0.177	0.177	2059.21	5.95947e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00524e-05	1.54655e-07	1.48833e-08	1.31007e-08	2.29145e-08	1.22251e-08	1.07878e-08	8.49959e-09	4.07635e-08	1.79337e-06	1.22844e-08	3.06391e-07	1.64992e-11	5.16615e-12	1.67285e-08	1.47948e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301554	0.0545034	-0.0243481	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
1.78	1884.55	0.177	0.177	1799.56	6.49425e-24	0.00031507	0.0560295	9.19835e-05	0.00142606	0.00141773	6.08835e-05	8.73466e-07	1.91156e-06	0.0339029	3.38589e-05	4.705e-05	3.18567e-06	0.00113005	0.00103803	0.00442068	0.0310873	5.68122e-06	1.60956e-06	4.52021e-05	2.27667e-07	0.000236521	1.14586e-05	1.78772e-05	3.21672e-05	0.000484125	1.17858e-05	0.000107236	0.140333	0.7277	1.90777e-07	1.61085e-06	1.99946e-08	2.19291e-06	1.46923e-07	1.78117e-09	4.07909e-09	4.12891e-09	4.17651e-09	3.59032e-09	1.47025e-09	1.2729e-08	1.3359e-06	3.68031e-09	1.64242e-07	1.75834e-09	8.1269e-09	3.47071e-08	6.58994e-09	0.206741	0.177	0.177	0.177	-6.21364e+27	0.177	0.17247	59	-3.40886e+09	1533.45	6.24838e-05	8.28562e-05	25.8056	448.184	50.4544	208.338	11.0678	178.324	-225222	-225246	114.574	0.0054345	0.00949424	-0.00405974	-1851.3	-137.579	28.7971	-166.376	-37635.9	
17.8	2105.08	0.177	0.177	2059.21	5.93337e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00525e-05	1.54655e-07	1.48833e-08	1.31007e-08	2.29145e-08	1.22251e-08	1.07878e-08	8.4996e-09	4.07636e-08	1.79337e-06	1.22844e-08	3.06391e-07	1.64992e-11	5.16615e-12	1.67285e-08	1.47948e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301554	0.0545035	-0.0243481	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.81	2105.08	0.177	0.177	2059.21	5.90739e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00526e-05	1.54655e-07	1.48833e-08	1.31007e-08	2.29145e-08	1.22251e-08	1.07878e-08	8.49961e-09	4.07636e-08	1.79337e-06	1.22844e-08	3.06392e-07	1.64993e-11	5.16615e-12	1.67285e-08	1.47948e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301554	0.0545035	-0.0243481	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.82	2105.08	0.177	0.177	2059.21	5.88152e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38802e-08	8.00527e-05	1.54655e-07	1.48834e-08	1.31007e-08	2.29146e-08	1.22251e-08	1.07878e-08	8.49962e-09	4.07637e-08	1.79337e-06	1.22845e-08	3.06392e-07	1.64993e-11	5.16615e-12	1.67285e-08	1.47949e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301554	0.0545036	-0.0243482	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.83	2105.08	0.177	0.177	2059.21	5.85577e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.4177e-09	1.38803e-08	8.00528e-05	1.54655e-07	1.48834e-08	1.31007e-08	2.29146e-08	1.22251e-08	1.07878e-08	8.49963e-09	4.07637e-08	1.79338e-06	1.22845e-08	3.06392e-07	1.64993e-11	5.16615e-12	1.67286e-08	1.47949e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301555	0.0545037	-0.0243482	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.84	2105.08	0.177	0.177	2059.21	5.83013e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.00529e-05	1.54655e-07	1.48834e-08	1.31007e-08	2.29146e-08	1.22252e-08	1.07878e-08	8.49964e-09	4.07638e-08	1.79338e-06	1.22845e-08	3.06393e-07	1.64993e-11	5.16615e-12	1.67286e-08	1.47949e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301555	0.0545037	-0.0243482	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.85	2105.08	0.177	0.177	2059.21	5.8046e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.0053e-05	1.54655e-07	1.48834e-08	1.31008e-08	2.29147e-08	1.22252e-08	1.07878e-08	8.49965e-09	4.07638e-08	1.79338e-06	1.22845e-08	3.06393e-07	1.64993e-11	5.16615e-12	1.67286e-08	1.47949e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301555	0.0545038	-0.0243483	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.86	2105.08	0.177	0.177	2059.21	5.77918e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69993e-07	5.74574e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.00532e-05	1.54655e-07	1.48834e-08	1.31008e-08	2.29147e-08	1.22252e-08	1.07878e-08	8.49966e-09	4.07638e-08	1.79338e-06	1.22845e-08	3.06393e-07	1.64993e-11	5.16615e-12	1.67286e-08	1.47949e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301555	0.0545038	-0.0243483	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.87	2105.08	0.177	0.177	2059.21	5.75387e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.00533e-05	1.54655e-07	1.48835e-08	1.31008e-08	2.29147e-08	1.22252e-08	1.07878e-08	8.49967e-09	4.07639e-08	1.79338e-06	1.22845e-08	3.06394e-07	1.64994e-11	5.16615e-12	1.67287e-08	1.4795e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301555	0.0545039	-0.0243483	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.88	2105.08	0.177	0.177	2059.21	5.72867e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.00534e-05	1.54655e-07	1.48835e-08	1.31008e-08	2.29147e-08	1.22252e-08	1.07878e-08	8.49968e-09	4.07639e-08	1.79339e-06	1.22845e-08	3.06394e-07	1.64994e-11	5.16615e-12	1.67287e-08	1.4795e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301556	0.054504	-0.0243484	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.89	2105.08	0.177	0.177	2059.21	5.70359e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.00535e-05	1.54655e-07	1.48835e-08	1.31008e-08	2.29148e-08	1.22252e-08	1.07878e-08	8.49969e-09	4.0764e-08	1.79339e-06	1.22845e-08	3.06394e-07	1.64994e-11	5.16615e-12	1.67287e-08	1.4795e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301556	0.054504	-0.0243484	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
1.79	1898.1	0.177	0.177	1847.28	6.46674e-24	0.000503268	0.0481278	0.000132408	0.00212657	0.00149591	4.42439e-05	8.864e-07	2.9383e-06	0.0352534	3.47276e-05	5.06396e-05	3.58972e-06	0.000859501	0.000871226	0.00265238	0.0356202	6.10106e-06	1.18552e-06	3.05458e-05	3.57444e-07	0.000221657	1.3424e-05	1.73568e-05	3.16304e-05	0.000320889	6.40079e-06	4.41e-05	0.14382	0.7277	4.59264e-07	1.73591e-06	3.17016e-08	2.9274e-06	1.4429e-07	1.35141e-09	6.07398e-09	5.33644e-09	5.59952e-09	5.33695e-09	2.79288e-09	1.82389e-08	1.6242e-06	4.92352e-09	1.96104e-07	1.88365e-09	1.01596e-08	4.04702e-08	7.77484e-09	0.216189	0.177	0.177	0.177	-6.21364e+27	0.177	0.16764	59	-3.76992e+09	1538.73	6.36511e-05	8.49603e-05	25.7481	494.344	73.2867	215.935	10.4174	194.705	-225222	-225248	112.725	0.0130889	0.0191366	-0.00604777	-2065.92	-127.597	25.3523	-152.949	-57664.7	
17.9	2105.08	0.177	0.177	2059.21	5.67861e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38803e-08	8.00536e-05	1.54655e-07	1.48835e-08	1.31008e-08	2.29148e-08	1.22252e-08	1.07878e-08	8.4997e-09	4.0764e-08	1.79339e-06	1.22846e-08	3.06395e-07	1.64994e-11	5.16615e-12	1.67287e-08	1.4795e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301556	0.0545041	-0.0243484	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.91	2105.08	0.177	0.177	2059.21	5.65374e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38804e-08	8.00537e-05	1.54655e-07	1.48835e-08	1.31008e-08	2.29148e-08	1.22253e-08	1.07878e-08	8.49971e-09	4.07641e-08	1.79339e-06	1.22846e-08	3.06395e-07	1.64994e-11	5.16615e-12	1.67288e-08	1.4795e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301556	0.0545041	-0.0243485	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.92	2105.08	0.177	0.177	2059.21	5.62899e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38804e-08	8.00538e-05	1.54655e-07	1.48836e-08	1.31008e-08	2.29148e-08	1.22253e-08	1.07878e-08	8.49972e-09	4.07641e-08	1.79339e-06	1.22846e-08	3.06396e-07	1.64995e-11	5.16615e-12	1.67288e-08	1.47951e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301557	0.0545042	-0.0243485	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.93	2105.08	0.177	0.177	2059.21	5.60434e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38804e-08	8.00539e-05	1.54655e-07	1.48836e-08	1.31009e-08	2.29149e-08	1.22253e-08	1.07878e-08	8.49973e-09	4.07642e-08	1.7934e-06	1.22846e-08	3.06396e-07	1.64995e-11	5.16615e-12	1.67288e-08	1.47951e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301557	0.0545042	-0.0243485	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.94	2105.08	0.177	0.177	2059.21	5.5798e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38804e-08	8.0054e-05	1.54655e-07	1.48836e-08	1.31009e-08	2.29149e-08	1.22253e-08	1.07878e-08	8.49973e-09	4.07642e-08	1.7934e-06	1.22846e-08	3.06396e-07	1.64995e-11	5.16615e-12	1.67288e-08	1.47951e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301557	0.0545043	-0.0243486	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
17.95	2105.08	0.177	0.177	2059.21	5.55536e-27	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10103e-09	0.0197023	1.59053e-08	4.91555e-08	1.53491e-09	7.3275e-08	1.91316e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85398e-09	2.65644e-09	3.69994e-07	5.74575e-08	1.46889e-10	8.10179e-08	5.56754e-10	1.43533e-13	7.25369e-14	0.151565	0.727664	1.79876e-09	8.41771e-09	1.38804e-08	8.00541e-05	1.54655e-07	1.48836e-08	1.31009e-08	2.29149e-08	1.22253e-08	1.07878e-08	8.49974e-09	4.07643e-08	1.7934e-06	1.22846e-08	3.06397e-07	1.64995e-11	5.16615e-12	1.67288e-08	1.47951e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28181	-1.22123	-13.0895	-225222	-225198	17.4639	0.0301557	0.0545044	-0.0243486	-304.152	-0.00751435	0.00242187	-0.00993622	-156827	
